distancia_ejes_mm,holgura_guia_mm,masa_cuerpo_g,cumple,num_fallos
190.0287,0.5422,51.6585,1,0
189.9114,0.3294,50.9304,1,0
189.8005,0.5826,50.8534,1,0
190.2872,0.4508,51.0692,1,0
190.1201,0.4017,51.8564,1,0
190.0594,0.4347,50.7667,1,0
189.7411,0.3589,51.1062,1,0
190.1369,0.496,51.3801,1,0
190.0248,0.4179,50.7569,1,0
189.9079,0.3058,51.1397,1,0
189.9046,0.3501,51.0139,1,0
189.8609,0.3394,50.2041,1,0
190.1797,0.4413,50.3065,1,0
190.0542,0.4336,51.2597,1,0
190.0599,0.4403,51.2175,1,0
190.0279,0.4575,51.2937,1,0
190.0712,0.3767,51.4432,1,0
190.1223,0.5113,51.3037,1,0
189.8563,0.581,51.2101,1,0
190.3213,0.4014,51.7955,1,0
189.9008,0.4029,50.6882,1,0
190.1212,0.4117,50.6659,1,0
189.7753,0.3465,51.5683,1,0
190.0328,0.4693,51.3247,1,0
189.9932,0.4528,51.29,1,0
190.039,0.4012,51.2051,1,0
189.8638,0.4676,51.4403,1,0
190.0449,0.4445,51.2939,1,0
190.0732,0.3862,51.6185,1,0
190.4317,0.4005,51.307,1,0
190.0874,0.6247,50.6808,1,0
189.8776,0.3922,51.6525,1,0
190.2264,0.4818,52.4192,1,0
189.9441,0.4164,50.7264,1,0
190.2484,0.4261,50.6514,1,0
189.8605,0.4143,51.0848,1,0
189.9579,0.4748,49.9971,0,1
189.9462,0.4409,51.026,1,0
190.0798,0.5542,51.2763,1,0
189.9338,0.4761,51.5768,1,0
190.32,0.3859,50.441,1,0
190.1001,0.4786,51.4301,1,0
190.1856,0.5231,51.4413,1,0
190.0129,0.3807,51.0915,1,0
190.2728,0.3666,50.2115,1,0
190.0481,0.5748,50.0049,1,0
190.202,0.4172,51.6662,1,0
189.8503,0.4846,51.4502,1,0
189.9664,0.2896,52.2804,1,0
189.8887,0.4833,51.5068,1,0
190.2349,0.4445,50.8917,1,0
189.9388,0.4708,50.6682,1,0
190.0722,0.4862,51.1476,1,0
189.7976,0.385,51.7625,1,0
189.9368,0.3842,51.0163,1,0
190.0794,0.4244,51.5144,1,0
190.0629,0.3815,51.3582,1,0
189.8704,0.4663,50.1503,1,0
189.9918,0.4135,50.2011,1,0
190.1425,0.3574,50.6097,1,0
189.5458,0.4408,52.3131,1,0
190.1142,0.405,50.76,1,0
190.1232,0.4351,50.333,1,0
190.0453,0.471,51.2058,1,0
189.7728,0.4249,51.7381,1,0
190.1068,0.4282,50.8544,1,0
189.8998,0.4304,51.1932,1,0
190.0403,0.3192,51.3166,1,0
189.8204,0.3641,51.0775,1,0
189.8936,0.4632,50.7221,1,0
190.1911,0.376,50.7524,1,0
190.39,0.4485,50.6942,1,0
190.0058,0.4154,51.4071,1,0
189.8082,0.3341,51.1993,1,0
190.2056,0.3204,50.9642,1,0
190.0397,0.5319,51.8111,1,0
190.2378,0.3874,51.9423,1,0
190.0872,0.466,51.024,1,0
190.0994,0.4906,51.5842,1,0
189.9669,0.4861,51.6602,1,0
190.0002,0.4711,50.9328,1,0
189.7196,0.3903,51.2177,1,0
189.9157,0.439,52.417,1,0
189.7444,0.5509,51.5,1,0
190.1083,0.5606,51.134,1,0
189.9112,0.4125,50.9099,1,0
190.2639,0.4063,51.6502,1,0
190.0966,0.3807,51.038,1,0
189.8656,0.345,51.0341,1,0
189.8037,0.4858,50.9452,1,0
189.8756,0.4629,51.1908,1,0
189.7694,0.4038,51.1635,1,0
189.9076,0.2695,51.3933,1,0
189.8964,0.448,50.7975,1,0
189.8312,0.5037,51.1069,1,0
190.0152,0.4727,52.0299,1,0
190.1608,0.4715,51.976,1,0
190.0987,0.4374,51.7405,1,0
190.0408,0.3588,51.0031,1,0
190.2341,0.482,51.2419,1,0
189.8059,0.4499,50.7396,1,0
189.9766,0.4534,50.968,1,0
190.0203,0.4454,51.0233,1,0
189.9477,0.4139,50.7237,1,0
189.8748,0.5376,51.7979,1,0
189.921,0.4937,52.0165,1,0
190.2606,0.4269,51.2288,1,0
189.8659,0.3958,51.9145,1,0
189.7218,0.5237,51.8196,1,0
189.8386,0.4334,50.6496,1,0
190.0654,0.3862,50.8737,1,0
190.2116,0.422,51.6802,1,0
189.8699,0.5024,50.7752,1,0
189.7007,0.4291,51.5962,1,0
189.9844,0.4534,50.8127,1,0
189.8374,0.274,50.5258,1,0
189.997,0.4149,50.3644,1,0
190.1016,0.5089,51.3423,1,0
189.9773,0.3964,50.8268,1,0
190.157,0.4487,51.5289,1,0
190.0037,0.2986,50.8351,1,0
189.7173,0.4299,51.9203,1,0
189.9395,0.394,50.7239,1,0
190.114,0.3499,51.1415,1,0
189.9863,0.4803,50.4539,1,0
190.1748,0.4482,51.5706,1,0
189.5984,0.4016,51.5208,1,0
189.9251,0.4698,50.955,1,0
190.0153,0.3893,50.762,1,0
189.8877,0.4019,50.1917,1,0
190.11,0.5427,50.6822,1,0
190.1866,0.4995,51.8142,1,0
189.55,0.3781,51.1426,1,0
189.925,0.4382,51.171,1,0
189.9283,0.4215,52.0599,1,0
190.2943,0.4697,52.0932,1,0
190.1273,0.4485,51.9331,1,0
189.8565,0.4084,50.7702,1,0
190.4649,0.5347,51.0548,1,0
190.0738,0.5276,51.2156,1,0
189.8609,0.5238,51.2042,1,0
190.1684,0.3659,50.6475,1,0
189.8246,0.5148,51.5299,1,0
189.7136,0.5022,51.1011,1,0
189.9185,0.5417,51.3868,1,0
190.1563,0.443,50.6106,1,0
189.5346,0.2976,51.8871,1,0
190.0953,0.4401,51.8511,1,0
189.6943,0.3263,51.0301,1,0
189.9331,0.4169,51.7915,1,0
190.1268,0.4693,50.7593,1,0
189.9719,0.4462,51.096,1,0
189.6818,0.411,50.5018,1,0
189.9579,0.3792,50.6814,1,0
189.8256,0.4753,52.1539,1,0
190.1288,0.4216,51.3802,1,0
189.8793,0.5779,50.364,1,0
190.104,0.425,51.0681,1,0
190.0595,0.3601,50.4919,1,0
190.0712,0.4603,51.1198,1,0
189.918,0.3688,51.0342,1,0
190.2009,0.3961,51.6611,1,0
190.0786,0.3814,51.7337,1,0
190.0585,0.4647,51.6657,1,0
190.0953,0.4415,51.6905,1,0
189.714,0.3924,51.6233,1,0
190.0768,0.5122,50.9925,1,0
190.0366,0.3843,50.9175,1,0
190.4665,0.4852,51.2556,1,0
189.9865,0.4478,50.7266,1,0
189.969,0.394,51.3162,1,0
189.7247,0.4047,51.0699,1,0
189.8977,0.4716,49.7901,0,1
190.07,0.3236,50.9597,1,0
189.9836,0.2965,50.9646,1,0
189.8089,0.4063,50.7477,1,0
190.1263,0.5592,50.2338,1,0
189.9045,0.4139,51.3687,1,0
189.7919,0.428,51.1424,1,0
189.8325,0.5777,50.9958,1,0
190.0257,0.3957,50.1993,1,0
189.9152,0.6507,51.3301,1,0
190.0162,0.4144,51.441,1,0
190.1284,0.5341,50.8001,1,0
190.2156,0.4841,50.4563,1,0
190.0269,0.377,50.4754,1,0
190.0051,0.478,51.0262,1,0
190.0106,0.3271,50.8819,1,0
189.966,0.4086,51.871,1,0
189.9909,0.406,51.0342,1,0
190.1332,0.4347,51.0078,1,0
189.9514,0.4734,52.4757,1,0
190.0189,0.3792,51.5694,1,0
189.9646,0.4353,51.256,1,0
190.1907,0.5328,51.7175,1,0
189.9668,0.3569,50.8831,1,0
190.1387,0.4654,51.3152,1,0
190.2116,0.5421,50.9968,1,0
189.8977,0.4478,50.7029,1,0
190.2208,0.3967,51.1274,1,0
189.8524,0.4388,51.6947,1,0
190.1651,0.43,52.0101,1,0
189.735,0.4806,50.2195,1,0
190.0698,0.5544,51.787,1,0
189.9294,0.4782,51.1805,1,0
190.2779,0.4884,52.4289,1,0
189.928,0.5938,50.7047,1,0
190.057,0.361,51.0032,1,0
189.7225,0.3397,51.0292,1,0
189.8459,0.539,51.3219,1,0
190.2113,0.4477,51.6656,1,0
189.9084,0.4951,51.1024,1,0
189.9394,0.4585,51.1703,1,0
190.1022,0.4633,51.1048,1,0
190.3561,0.2608,51.0469,1,0
189.8877,0.3706,50.8599,1,0
190.1452,0.4634,50.9292,1,0
189.8637,0.5926,51.7483,1,0
189.9478,0.4576,51.9602,1,0
189.8771,0.5554,50.9758,1,0
189.9482,0.4208,51.5981,1,0
189.8281,0.3552,51.1738,1,0
190.1304,0.4347,51.4704,1,0
189.932,0.5473,51.6601,1,0
189.8744,0.2928,51.4837,1,0
190.0347,0.3007,51.1448,1,0
190.0481,0.4796,51.5198,1,0
190.0401,0.4944,52.5126,1,0
190.223,0.6045,51.5924,1,0
189.71,0.443,50.9187,1,0
190.1019,0.5206,51.006,1,0
189.8072,0.3924,52.1159,1,0
189.6136,0.4022,51.0801,1,0
189.9651,0.4309,50.8457,1,0
189.9724,0.4304,52.4847,1,0
189.8826,0.4324,51.3422,1,0
190.0037,0.3881,51.4423,1,0
189.8393,0.4412,50.5061,1,0
189.9956,0.4348,50.8809,1,0
189.8616,0.4345,51.4985,1,0
190.1348,0.3992,50.6033,1,0
190.0355,0.4679,52.0527,1,0
189.9703,0.377,50.9687,1,0
190.301,0.4866,51.5576,1,0
189.7585,0.4852,51.8519,1,0
190.0013,0.5433,51.136,1,0
190.248,0.3585,50.9641,1,0
190.3092,0.4495,51.6759,1,0
189.8997,0.4309,51.5093,1,0
189.8057,0.5143,51.3505,1,0
189.8974,0.3947,51.4144,1,0
189.8272,0.4468,50.8365,1,0
190.2661,0.4095,50.6748,1,0
190.0749,0.2709,50.7914,1,0
190.0248,0.3685,51.1896,1,0
189.8769,0.4697,50.921,1,0
189.9443,0.4794,50.938,1,0
190.1319,0.4598,51.6488,1,0
189.956,0.4749,50.7162,1,0
190.0275,0.5206,51.4817,1,0
189.8274,0.3809,51.1079,1,0
189.9924,0.5511,52.1807,1,0
190.1059,0.3968,51.0748,1,0
189.9684,0.4844,51.2553,1,0
190.0181,0.3749,51.3779,1,0
190.0129,0.4128,51.1269,1,0
190.1057,0.389,51.8942,1,0
190.0566,0.4294,50.0421,1,0
189.6605,0.3734,50.3791,1,0
189.8229,0.4001,51.5371,1,0
189.9515,0.4586,50.0401,1,0
189.9872,0.4272,51.8534,1,0
189.9272,0.5243,51.136,1,0
189.9084,0.3828,50.9409,1,0
189.8087,0.5066,50.7677,1,0
190.0618,0.4338,51.6328,1,0
189.8343,0.4262,50.4207,1,0
189.7873,0.5011,50.8305,1,0
189.771,0.3727,51.2171,1,0
189.8859,0.3278,50.8631,1,0
189.7085,0.4442,50.8943,1,0
190.1202,0.3456,51.0811,1,0
190.0626,0.575,51.2187,1,0
189.824,0.4865,51.1615,1,0
190.3271,0.4783,50.7635,1,0
190.1125,0.3865,50.8545,1,0
190.1914,0.4543,51.1194,1,0
189.8194,0.4854,51.2184,1,0
190.1887,0.3606,51.2468,1,0
189.8988,0.5788,50.8955,1,0
190.0658,0.4463,50.6981,1,0
190.1122,0.3973,51.546,1,0
190.2506,0.3701,50.6961,1,0
190.0309,0.5636,50.3619,1,0
189.8929,0.4377,50.9157,1,0
190.0584,0.4639,51.1433,1,0
189.6832,0.5837,50.997,1,0
189.985,0.4808,51.2051,1,0
190.0908,0.4129,51.3544,1,0
190.172,0.4986,50.6449,1,0
190.0256,0.4912,52.3413,1,0
190.0169,0.3336,52.27,1,0
190.0113,0.4039,51.5876,1,0
189.8414,0.3901,50.4569,1,0
190.147,0.5145,51.8981,1,0
190.1458,0.461,50.8072,1,0
190.0142,0.415,50.5197,1,0
190.0171,0.4868,51.4175,1,0
190.1625,0.514,51.1144,1,0
189.9988,0.5048,51.6986,1,0
190.2667,0.4186,51.3005,1,0
190.0923,0.3379,51.8914,1,0
189.7025,0.4347,50.9328,1,0
190.0646,0.3763,50.754,1,0
190.0244,0.4593,51.9087,1,0
189.7785,0.4266,50.9465,1,0
189.8007,0.4236,50.7201,1,0
190.3186,0.2962,51.3687,1,0
190.0511,0.4647,49.9693,0,1
189.9025,0.4675,51.4515,1,0
190.1137,0.5191,51.4694,1,0
189.829,0.4365,51.606,1,0
189.9172,0.5257,50.861,1,0
190.1152,0.3899,50.6581,1,0
189.9197,0.4282,51.6475,1,0
189.9509,0.3859,50.6783,1,0
190.0886,0.4277,52.0515,1,0
189.7221,0.3721,51.2489,1,0
190.0979,0.4034,52.4013,1,0
190.3149,0.477,51.3899,1,0
189.8683,0.4161,51.699,1,0
190.0545,0.3921,51.7347,1,0
189.7504,0.5234,50.8525,1,0
190.0402,0.326,51.4659,1,0
190.0335,0.5051,50.704,1,0
190.0837,0.4342,51.2644,1,0
190.0347,0.4616,51.4561,1,0
189.8814,0.5096,51.3541,1,0
189.9334,0.4839,51.1114,1,0
190.0176,0.5253,51.2036,1,0
189.8501,0.4315,51.4479,1,0
189.9924,0.5936,51.4566,1,0
190.1795,0.4155,52.4326,1,0
189.9982,0.4848,51.7227,1,0
190.2763,0.4743,50.277,1,0
190.1441,0.4948,51.9016,1,0
190.122,0.4859,50.9861,1,0
189.9859,0.4121,51.3114,1,0
190.0033,0.45,51.3981,1,0
190.2611,0.4401,52.2649,1,0
189.9813,0.5779,50.4836,1,0
189.8871,0.4813,50.0018,1,0
189.969,0.4633,51.0041,1,0
189.9305,0.3587,51.1587,1,0
190.0422,0.2998,51.2496,1,0
189.755,0.4412,50.8448,1,0
190.0725,0.4512,52.2443,1,0
189.841,0.4494,51.1451,1,0
189.9504,0.4179,51.214,1,0
190.0908,0.33,51.0788,1,0
189.9173,0.6109,51.7929,1,0
190.1336,0.5023,51.8304,1,0
190.1171,0.4325,51.0069,1,0
189.9523,0.4576,51.476,1,0
189.8831,0.5242,50.4654,1,0
189.7665,0.431,50.6017,1,0
190.062,0.405,50.9497,1,0
189.9261,0.5121,51.5134,1,0
190.0083,0.4152,51.5241,1,0
190.1754,0.3923,51.5687,1,0
189.7734,0.4725,51.5167,1,0
189.9305,0.511,50.8987,1,0
189.9292,0.5817,50.9588,1,0
190.1368,0.555,50.8438,1,0
189.7432,0.4001,51.8054,1,0
189.8319,0.5891,50.863,1,0
189.7754,0.4584,51.5889,1,0
190.1817,0.4394,51.7182,1,0
190.0484,0.5079,50.3272,1,0
190.0176,0.4198,51.6899,1,0
190.0193,0.5146,52.0519,1,0
189.867,0.5261,50.7902,1,0
189.7714,0.4586,50.817,1,0
189.9625,0.4082,51.106,1,0
189.7805,0.5658,50.8751,1,0
189.908,0.3758,51.207,1,0
190.2098,0.4114,51.8495,1,0
189.8376,0.3482,50.7601,1,0
189.7727,0.5354,50.9968,1,0
190.2626,0.4445,50.2801,1,0
189.8199,0.5756,51.8097,1,0
189.8825,0.4291,50.8938,1,0
189.9878,0.5396,51.8901,1,0
189.9855,0.5335,50.532,1,0
190.0944,0.4376,50.4224,1,0
190.0894,0.5953,51.1437,1,0
190.1613,0.5621,50.3658,1,0
190.1263,0.5239,50.9099,1,0
189.761,0.4948,51.3339,1,0
190.1066,0.5232,51.5734,1,0
190.1022,0.485,51.2614,1,0
190.1374,0.4411,51.056,1,0
189.9872,0.4017,50.412,1,0
189.8729,0.4193,50.6782,1,0
189.7791,0.496,51.443,1,0
189.8322,0.4832,51.2045,1,0
189.8626,0.4936,51.2185,1,0
189.9257,0.3844,51.6295,1,0
189.8061,0.4428,51.1924,1,0
190.1641,0.3027,52.0875,1,0
190.045,0.4237,51.4593,1,0
189.9059,0.5472,50.8084,1,0
189.7629,0.3415,50.9889,1,0
189.945,0.4704,50.6492,1,0
190.2221,0.4779,50.9927,1,0
189.9569,0.4975,50.9626,1,0
189.7678,0.4559,51.5148,1,0
190.0552,0.3737,50.9919,1,0
190.0493,0.4025,51.8832,1,0
189.9299,0.5032,50.9291,1,0
190.1855,0.5556,51.323,1,0
190.0088,0.3816,51.4382,1,0
189.9754,0.4627,51.1879,1,0
189.8975,0.4115,50.3353,1,0
190.07,0.4713,51.7182,1,0
190.0441,0.3583,52.0621,1,0
189.9514,0.3013,51.0474,1,0
190.3833,0.4438,50.9267,1,0
189.7718,0.5365,50.4074,1,0
190.1598,0.4863,51.7302,1,0
190.1007,0.4504,51.9231,1,0
189.9197,0.4035,51.8013,1,0
190.089,0.4225,51.2968,1,0
190.058,0.4683,50.108,1,0
190.0583,0.5478,51.4233,1,0
190.1057,0.4201,52.192,1,0
190.0537,0.3448,51.5114,1,0
190.0986,0.516,52.4965,1,0
189.7136,0.4598,51.9773,1,0
190.0131,0.4414,50.8366,1,0
189.881,0.3511,51.8299,1,0
190.071,0.4126,51.4159,1,0
190.1798,0.259,51.1192,1,0
190.0554,0.326,50.9474,1,0
190.0261,0.3661,51.0651,1,0
190.2497,0.4058,51.0126,1,0
190.3057,0.5198,52.2933,1,0
189.9068,0.5117,50.8083,1,0
190.0771,0.4456,51.281,1,0
189.8727,0.4582,51.8833,1,0
189.8531,0.5477,52.304,1,0
189.9327,0.4813,51.3992,1,0
189.637,0.3991,51.2674,1,0
189.715,0.5301,51.0627,1,0
189.9951,0.4776,51.1969,1,0
190.129,0.5131,51.0406,1,0
190.026,0.5719,50.9269,1,0
190.0501,0.5631,50.7714,1,0
190.3084,0.4931,51.812,1,0
189.8809,0.3836,50.7041,1,0
189.9303,0.4168,51.0249,1,0
189.9339,0.302,51.0768,1,0
190.2288,0.2928,50.5523,1,0
189.8635,0.4944,50.3688,1,0
190.2053,0.523,51.1851,1,0
190.0532,0.4839,51.8084,1,0
189.5282,0.5056,51.7114,1,0
190.0,0.4374,51.4845,1,0
190.1986,0.3383,51.4736,1,0
189.5947,0.4192,49.9231,0,1
189.9674,0.5284,50.5844,1,0
189.9974,0.4327,50.4779,1,0
190.0871,0.4092,51.2868,1,0
190.2267,0.4929,51.0748,1,0
189.7652,0.5091,51.2675,1,0
190.1085,0.5154,51.0636,1,0
189.9035,0.3373,51.1409,1,0
190.1353,0.3634,51.4962,1,0
190.0885,0.3172,51.342,1,0
190.0124,0.4166,52.122,1,0
189.9662,0.4405,50.9677,1,0
190.1987,0.4879,51.4119,1,0
190.1679,0.6028,51.1546,1,0
190.0324,0.4365,50.6649,1,0
189.9112,0.5217,51.1969,1,0
189.9848,0.4913,51.0955,1,0
189.9155,0.4579,50.786,1,0
189.8308,0.3773,50.6387,1,0
189.922,0.5572,51.247,1,0
190.2132,0.3763,51.1349,1,0
190.0806,0.4473,52.1272,1,0
189.9318,0.4465,51.2555,1,0
190.0022,0.4987,51.0137,1,0
189.9096,0.3853,51.2004,1,0
189.8761,0.5555,51.2341,1,0
190.289,0.5376,51.2519,1,0
190.0114,0.4401,51.3392,1,0
190.1816,0.4393,51.4736,1,0
190.0491,0.4971,51.3731,1,0
189.9295,0.4195,51.8611,1,0
190.0852,0.5271,50.9919,1,0
189.8783,0.3956,51.3599,1,0
189.9579,0.5078,51.2205,1,0
189.9884,0.4454,51.6242,1,0
189.923,0.4738,52.0965,1,0
190.0119,0.5358,51.0808,1,0
189.9185,0.358,50.9024,1,0
189.7925,0.5022,50.8966,1,0
190.2954,0.4649,51.3521,1,0
190.1699,0.4171,50.8178,1,0
190.0962,0.4422,51.5616,1,0
190.138,0.3092,51.5248,1,0
189.9242,0.5312,51.0069,1,0
189.94,0.4791,51.0908,1,0
189.967,0.5107,51.4277,1,0
189.7884,0.45,51.2885,1,0
189.704,0.369,51.0872,1,0
189.7875,0.369,51.431,1,0
190.0672,0.4671,51.0569,1,0
190.0113,0.4769,51.3598,1,0
190.2443,0.444,50.8161,1,0
189.829,0.4382,51.9097,1,0
189.7324,0.3497,52.043,1,0
189.686,0.5279,51.7058,1,0
190.0545,0.413,51.1859,1,0
190.0218,0.4548,50.6526,1,0
190.296,0.4958,51.5219,1,0
189.8483,0.47,49.9405,0,1
189.7876,0.5018,51.8232,1,0
190.2461,0.4689,50.4195,1,0
189.6107,0.5263,51.9212,1,0
189.9644,0.4129,51.1157,1,0
190.2898,0.4669,51.3153,1,0
190.1789,0.474,51.6229,1,0
190.0099,0.5016,51.002,1,0
189.9558,0.3738,51.5073,1,0
189.9412,0.3899,50.6008,1,0
189.8105,0.4426,50.8049,1,0
189.7898,0.382,51.6604,1,0
189.9347,0.3704,50.8335,1,0
190.008,0.3929,51.5022,1,0
190.4166,0.403,50.7065,1,0
189.8026,0.4133,50.942,1,0
189.9388,0.6,51.6172,1,0
190.0358,0.3452,51.0701,1,0
190.1707,0.4416,51.1393,1,0
189.9933,0.5521,51.1801,1,0
189.8842,0.4495,50.5032,1,0
190.0577,0.4329,50.9419,1,0
190.3235,0.4922,50.9198,1,0
189.978,0.4065,52.2138,1,0
190.2796,0.4187,52.7097,1,0
189.8998,0.3148,51.2282,1,0
189.7785,0.439,51.755,1,0
190.2059,0.5244,51.9057,1,0
190.2024,0.3589,50.577,1,0
190.0141,0.427,50.7358,1,0
189.6078,0.4212,51.4804,1,0
189.8808,0.5436,51.8979,1,0
190.0,0.3452,51.2561,1,0
190.0703,0.2951,50.9884,1,0
190.1235,0.4588,51.5606,1,0
190.203,0.4772,51.3066,1,0
190.1781,0.5506,52.0087,1,0
189.9169,0.548,51.0732,1,0
189.9213,0.475,51.1487,1,0
190.1129,0.4217,50.5408,1,0
190.0218,0.5047,51.7501,1,0
190.2334,0.4787,51.7227,1,0
190.0474,0.4835,50.4552,1,0
189.5666,0.5225,51.9305,1,0
190.2068,0.4712,50.9243,1,0
190.1658,0.4802,51.4191,1,0
189.8648,0.5209,50.9438,1,0
189.8791,0.3961,51.0141,1,0
189.7322,0.28,51.4241,1,0
189.9077,0.4481,51.0846,1,0
190.0606,0.3608,50.5709,1,0
190.1519,0.3671,51.5645,1,0
190.0124,0.3536,50.4827,1,0
189.9205,0.3881,50.9071,1,0
189.8745,0.3547,50.0198,1,0
189.5205,0.4503,51.7514,1,0
189.9235,0.3523,51.819,1,0
190.4067,0.4489,51.8401,1,0
190.024,0.3547,51.3981,1,0
189.9332,0.439,50.7087,1,0
189.8853,0.5631,51.1245,1,0
190.0624,0.3722,51.355,1,0
189.855,0.4316,51.4209,1,0
190.0091,0.4982,50.6481,1,0
189.8621,0.5318,51.1682,1,0
190.0544,0.414,51.8432,1,0
190.0946,0.5266,51.8639,1,0
190.1384,0.4699,51.9057,1,0
190.127,0.4522,50.4509,1,0
189.9688,0.4698,51.3678,1,0
190.1888,0.4689,51.3686,1,0
190.0382,0.4866,50.7918,1,0
190.0018,0.4529,50.9944,1,0
190.3261,0.5055,51.0603,1,0
190.0924,0.5127,50.428,1,0
189.9019,0.4409,50.8578,1,0
189.921,0.484,51.7384,1,0
190.1161,0.4991,50.175,1,0
190.0672,0.3184,51.1701,1,0
190.0859,0.3368,51.0144,1,0
189.9261,0.4222,51.1338,1,0
189.9101,0.4519,52.3119,1,0
189.8324,0.3891,51.2343,1,0
189.6357,0.4093,50.7043,1,0
190.0888,0.3756,50.8929,1,0
190.1392,0.432,51.0968,1,0
189.9466,0.3354,51.057,1,0
190.1259,0.3917,51.781,1,0
190.0121,0.4276,51.2801,1,0
190.1355,0.3819,51.5834,1,0
190.0741,0.4957,51.1523,1,0
189.9401,0.3851,50.8416,1,0
189.8816,0.5418,50.4596,1,0
189.8868,0.5004,51.4638,1,0
190.0821,0.5135,51.4375,1,0
190.0154,0.5086,51.31,1,0
189.8518,0.4842,50.4797,1,0
190.1537,0.3489,50.5977,1,0
189.8906,0.4229,50.4,1,0
189.9632,0.4496,51.1316,1,0
190.0437,0.3885,50.5027,1,0
190.1565,0.479,50.6804,1,0
190.3247,0.457,50.9574,1,0
189.952,0.5766,50.8753,1,0
189.9697,0.3609,51.3503,1,0
190.1166,0.3926,51.2187,1,0
190.5511,0.4396,51.7181,1,0
189.934,0.3244,51.7436,1,0
189.7938,0.4868,51.4903,1,0
190.0422,0.4631,50.2792,1,0
189.9773,0.4337,51.5778,1,0
190.0734,0.5007,51.4309,1,0
189.7947,0.4336,50.4009,1,0
190.0628,0.4147,51.5819,1,0
189.9758,0.4321,51.1835,1,0
189.9437,0.4335,50.9954,1,0
189.9636,0.5423,50.9761,1,0
189.7949,0.3749,51.2263,1,0
189.8184,0.4159,51.3596,1,0
190.1279,0.4466,51.7484,1,0
190.1148,0.5177,50.3812,1,0
189.8796,0.4668,51.4909,1,0
190.2019,0.5147,51.076,1,0
189.7538,0.3738,51.351,1,0
189.8941,0.4907,50.7253,1,0
190.0577,0.5169,50.8545,1,0
189.9973,0.4252,50.946,1,0
190.0499,0.3972,50.5116,1,0
189.9829,0.536,51.9847,1,0
190.1144,0.515,51.3403,1,0
189.9808,0.4731,50.8869,1,0
189.9073,0.5101,51.0023,1,0
189.9863,0.5634,51.5104,1,0
190.1345,0.4369,51.5706,1,0
189.9646,0.5091,51.0622,1,0
189.8667,0.5204,50.9933,1,0
189.854,0.4216,52.1456,1,0
189.883,0.4419,51.7462,1,0
190.1743,0.5074,50.8847,1,0
189.9309,0.4083,51.6335,1,0
190.0709,0.5074,51.5851,1,0
190.0121,0.4998,50.694,1,0
189.8705,0.4766,50.7484,1,0
190.0175,0.4388,51.4816,1,0
190.0068,0.5658,51.6856,1,0
190.0887,0.4678,52.3152,1,0
189.8182,0.4013,51.3679,1,0
190.2759,0.3922,50.4652,1,0
190.0589,0.3994,50.8951,1,0
189.9661,0.3271,51.2745,1,0
189.7775,0.5137,50.5058,1,0
189.9564,0.4698,51.4185,1,0
190.1326,0.3712,51.2421,1,0
190.1756,0.5541,50.9539,1,0
190.0909,0.4889,51.1542,1,0
190.2762,0.5853,50.9271,1,0
190.0543,0.4161,51.606,1,0
189.7442,0.3671,50.8314,1,0
190.0487,0.477,50.7776,1,0
189.9977,0.5415,50.9919,1,0
189.9004,0.4154,51.2844,1,0
190.188,0.5559,51.4692,1,0
189.9735,0.5025,51.4646,1,0
190.2022,0.4408,51.5318,1,0
190.0268,0.4772,51.3793,1,0
189.8651,0.4158,51.6189,1,0
190.2545,0.4215,51.7615,1,0
190.0055,0.4519,51.2723,1,0
190.1149,0.387,51.1927,1,0
189.5517,0.5071,51.3113,1,0
189.6943,0.4596,51.4174,1,0
190.0136,0.55,50.5631,1,0
190.0057,0.4509,50.9563,1,0
189.9139,0.4606,50.7767,1,0
190.0326,0.4846,51.8489,1,0
190.2184,0.5373,51.2077,1,0
190.3009,0.4488,50.5602,1,0
190.2162,0.5246,50.2666,1,0
190.0451,0.5079,50.957,1,0
190.105,0.3585,50.6484,1,0
189.8875,0.4636,51.2833,1,0
189.9585,0.4497,50.4272,1,0
190.0385,0.4179,51.0917,1,0
190.0496,0.4677,51.335,1,0
189.9461,0.4549,50.0988,1,0
190.121,0.3875,50.8671,1,0
190.1395,0.3864,51.0076,1,0
189.6681,0.2786,51.3465,1,0
190.0467,0.4841,52.0176,1,0
190.0748,0.3264,51.7683,1,0
189.965,0.3959,52.2355,1,0
189.9826,0.5182,52.0322,1,0
189.6914,0.4404,51.2994,1,0
189.8804,0.4166,51.2785,1,0
190.1029,0.5857,50.9324,1,0
190.0716,0.448,51.0534,1,0
190.21,0.3549,51.4011,1,0
189.8634,0.3999,52.0564,1,0
190.1757,0.4516,50.9871,1,0
190.0015,0.4435,51.2518,1,0
189.9401,0.3442,50.7975,1,0
190.1953,0.4724,50.9647,1,0
189.8246,0.3188,51.286,1,0
189.7478,0.4727,50.3045,1,0
189.8749,0.3533,51.7874,1,0
190.3034,0.4329,50.6439,1,0
189.5578,0.4965,50.8963,1,0
189.807,0.4568,50.8261,1,0
189.9993,0.4956,50.7062,1,0
190.102,0.3891,50.8051,1,0
189.8104,0.5613,50.5914,1,0
190.1408,0.4609,50.7577,1,0
190.042,0.4209,51.1658,1,0
190.3345,0.388,51.966,1,0
190.1653,0.4045,51.5395,1,0
190.0268,0.5569,51.506,1,0
189.9831,0.5212,51.1825,1,0
189.7099,0.3675,52.1057,1,0
190.0024,0.4841,50.9855,1,0
190.1074,0.5622,51.7518,1,0
